Pretty Formula,A,B,C,D,sus_factor
Li7Mn3(OsO6)2,Mn5+,Os1+,Li1+,O2-,5164.971583427905
Li7Mn3(OsO6)2,Mn1+,Os1+,Li1+,O1-,5164.971583427905
Li7Mn3(OsO6)2,Mn3+,Os4+,Li1+,O2-,5164.971583427905
Li7Mn3(OsO6)2,Mn3+,Os2-,Li1+,O1-,5164.971583427905
Li7Mn3(OsO6)2,Mn7+,Os2-,Li1+,O2-,5164.971583427905
Sr3Li7(IrO6)2,Sr1+,Ir1+,Li1+,O1-,5166.264845296708
Sr3Li7(IrO6)2,Sr1+,Ir7+,Li1+,O2-,5166.264845296708
Li7Nb3(TeO6)2,Nb3+,Te4+,Li1+,O2-,5168.851789519557
Li7Nb3(TeO6)2,Nb3+,Te2-,Li1+,O1-,5168.851789519557
Li7Nb3(BO6)2,Nb5+,B1+,Li1+,O2-,5169.025684234003
Li7Nb3(BO6)2,Nb1+,B1+,Li1+,O1-,5169.025684234003
Li7Sc2Nb3O12,Nb5+,Sc1+,Li1+,O2-,5182.760428047854
Li7Sc2Nb3O12,Nb1+,Sc1+,Li1+,O1-,5182.760428047854
Rb2Li7Tl3O12,Tl1+,Rb1+,Li1+,O1-,5183.3020499474305
Li7Mn3(IrO6)2,Mn1+,Ir1+,Li1+,O1-,5184.770582975139
Li7Mn3(IrO6)2,Mn1+,Ir7+,Li1+,O2-,5184.770582975139
Li7Mn3(IrO6)2,Mn3+,Ir4+,Li1+,O2-,5184.770582975139
Li7Mn3(IrO6)2,Mn5+,Ir1+,Li1+,O2-,5184.770582975139
Sr3Li7(PtO6)2,Sr1+,Pt1+,Li1+,O1-,5191.506385687323
K2Li7Tl3O12,Tl1+,K1+,Li1+,O1-,5202.72007561113
Li7Mn3(PtO6)2,Mn5+,Pt1+,Li1+,O2-,5212.9895367605795
Li7Mn3(PtO6)2,Mn7+,Pt2-,Li1+,O2-,5212.9895367605795
Li7Mn3(PtO6)2,Mn3+,Pt4+,Li1+,O2-,5212.9895367605795
Li7Mn3(PtO6)2,Mn3+,Pt2-,Li1+,O1-,5212.9895367605795
Li7Mn3(PtO6)2,Mn1+,Pt1+,Li1+,O1-,5212.9895367605795
Li7Ti3(OsO6)2,Ti1+,Os1+,Li1+,O1-,5220.764311818047
Li7Ti3(OsO6)2,Ti1+,Os7+,Li1+,O2-,5220.764311818047
Li7Ti3(OsO6)2,Ti3+,Os2-,Li1+,O1-,5220.764311818047
Li7Ti3(OsO6)2,Ti3+,Os4+,Li1+,O2-,5220.764311818047
Li7Ti3(IrO6)2,Ti1+,Ir7+,Li1+,O2-,5240.821280048212
Li7Ti3(IrO6)2,Ti1+,Ir1+,Li1+,O1-,5240.821280048212
Li7Ti3(IrO6)2,Ti3+,Ir4+,Li1+,O2-,5240.821280048212
Cs3Li7Nb2O12,Cs1+,Nb1+,Li1+,O1-,5244.776949875346
Cs2Li7Tl3O12,Tl1+,Cs1+,Li1+,O1-,5252.512997599596
Li7Be2Nb3O12,Nb1+,Be1+,Li1+,O1-,5257.3332795556535
Li7Be2Nb3O12,Nb5+,Be1+,Li1+,O2-,5257.3332795556535
Li7Tl2(BiO4)3,Bi1+,Tl1+,Li1+,O1-,5264.246005367443
Li7Tl2(BiO4)3,Bi5+,Tl1+,Li1+,O2-,5264.246005367443
Li7Ti3(PtO6)2,Ti1+,Pt1+,Li1+,O1-,5269.398235007274
Li7Ti3(PtO6)2,Ti3+,Pt2-,Li1+,O1-,5269.398235007274
Li7Ti3(PtO6)2,Ti3+,Pt4+,Li1+,O2-,5269.398235007274
Li3NbO4,Nb5+,Li1+,Li1+,O2-,5272.308931373279
Li3NbO4,Nb1+,Li1+,Li1+,O1-,5272.308931373279
Li7Nb3(PO6)2,Nb1+,P1+,Li1+,O1-,5279.554878117933
Li7Nb3(PO6)2,Nb3+,P2-,Li1+,O1-,5279.554878117933
Li7Nb3(PO6)2,Nb3+,P4+,Li1+,O2-,5279.554878117933
Li7Nb3(PO6)2,Nb5+,P1+,Li1+,O2-,5279.554878117933
Li7Nb3(MoO6)2,Nb3+,Mo4+,Li1+,O2-,5300.711283717147
Li7Nb3(MoO6)2,Nb1+,Mo1+,Li1+,O1-,5300.711283717147
Li7Nb3(MoO6)2,Nb3+,Mo2-,Li1+,O1-,5300.711283717147
Li7Nb3(MoO6)2,Nb5+,Mo1+,Li1+,O2-,5300.711283717147
Li7Bi3(RuO6)2,Bi1+,Ru1+,Li1+,O1-,5308.998832340339
Li7Bi3(RuO6)2,Bi1+,Ru7+,Li1+,O2-,5308.998832340339
Li7Bi3(RuO6)2,Bi3+,Ru2-,Li1+,O1-,5308.998832340339
Li7Bi3(RuO6)2,Bi3+,Ru4+,Li1+,O2-,5308.998832340339
Li7Bi3(RuO6)2,Bi5+,Ru1+,Li1+,O2-,5308.998832340339
Li7Bi3(RuO6)2,Bi7+,Ru2-,Li1+,O2-,5308.998832340339
Li7Co3(OsO6)2,Co3+,Os2-,Li1+,O1-,5313.859856016007
Li7Co3(OsO6)2,Co1+,Os7+,Li1+,O2-,5313.859856016007
Li7Co3(OsO6)2,Co1+,Os1+,Li1+,O1-,5313.859856016007
Li7Co3(OsO6)2,Co5+,Os1+,Li1+,O2-,5313.859856016007
Li7Co3(OsO6)2,Co3+,Os4+,Li1+,O2-,5313.859856016007
Li7Tl3(BrO6)2,Tl1+,Br1+,Li1+,O1-,5316.241665208902
Li7Tl3(BrO6)2,Tl3+,Br4+,Li1+,O2-,5316.241665208902
Li7Tl3(BrO6)2,Tl1+,Br7+,Li1+,O2-,5316.241665208902
Li7Bi3(RhO6)2,Bi3+,Rh4+,Li1+,O2-,5318.202569195738
Li7Bi3(RhO6)2,Bi5+,Rh1+,Li1+,O2-,5318.202569195738
Li7Bi3(RhO6)2,Bi1+,Rh1+,Li1+,O1-,5318.202569195738
Li7Ca3(OsO6)2,Ca1+,Os7+,Li1+,O2-,5318.680897665612
Li7Ca3(OsO6)2,Ca1+,Os1+,Li1+,O1-,5318.680897665612
Li7Co3(IrO6)2,Co3+,Ir4+,Li1+,O2-,5332.624971707102
Li7Co3(IrO6)2,Co1+,Ir7+,Li1+,O2-,5332.624971707102
Li7Co3(IrO6)2,Co1+,Ir1+,Li1+,O1-,5332.624971707102
Li7Co3(IrO6)2,Co5+,Ir1+,Li1+,O2-,5332.624971707102
Li7Bi3(PdO6)2,Bi3+,Pd4+,Li1+,O2-,5335.650768585686
Li7Bi3(PdO6)2,Bi5+,Pd1+,Li1+,O2-,5335.650768585686
Li7Bi3(PdO6)2,Bi1+,Pd1+,Li1+,O1-,5335.650768585686
Li7Ca3(IrO6)2,Ca1+,Ir7+,Li1+,O2-,5338.844609806296
Li7Ca3(IrO6)2,Ca1+,Ir1+,Li1+,O1-,5338.844609806296
Li7Tl3(BiO6)2,Tl1+,Bi7+,Li1+,O2-,5341.945190280182
Li7Tl3(BiO6)2,Tl1+,Bi1+,Li1+,O1-,5341.945190280182
Li7Co3(PtO6)2,Co1+,Pt1+,Li1+,O1-,5359.375263780961
Li7Co3(PtO6)2,Co5+,Pt1+,Li1+,O2-,5359.375263780961
Li7Co3(PtO6)2,Co3+,Pt4+,Li1+,O2-,5359.375263780961
Li7Co3(PtO6)2,Co3+,Pt2-,Li1+,O1-,5359.375263780961
Li7Ca3(PtO6)2,Ca1+,Pt1+,Li1+,O1-,5367.562303107745
Li7Nb2(BiO4)3,Bi1+,Nb1+,Li1+,O1-,5408.4104244413475
Li7Nb2(BiO4)3,Bi5+,Nb1+,Li1+,O2-,5408.4104244413475
Li7Nb2(BiO4)3,Bi3+,Nb4+,Li1+,O2-,5408.4104244413475
Li7Ta3(OsO6)2,Ta5+,Os1+,Li1+,O2-,5471.250000773272
Li7Ta3(OsO6)2,Ta3+,Os4+,Li1+,O2-,5471.250000773272
Li7Ta3(OsO6)2,Ta3+,Os2-,Li1+,O1-,5471.250000773272
Li7Mg3(OsO6)2,Mg1+,Os7+,Li1+,O2-,5473.995280384255
Li7Mg3(OsO6)2,Mg1+,Os1+,Li1+,O1-,5473.995280384255
Rb2Li7Nb3O12,Nb1+,Rb1+,Li1+,O1-,5474.086869080762
Rb2Li7Nb3O12,Nb5+,Rb1+,Li1+,O2-,5474.086869080762
Li7Ta3(IrO6)2,Ta3+,Ir4+,Li1+,O2-,5483.597956956117
Li7Ta3(IrO6)2,Ta5+,Ir1+,Li1+,O2-,5483.597956956117
Li7Mg3(IrO6)2,Mg1+,Ir1+,Li1+,O1-,5494.641717034746
Li7Mg3(IrO6)2,Mg1+,Ir7+,Li1+,O2-,5494.641717034746
Li7Tl5O12,Tl1+,Tl1+,Li1+,O1-,5499.041106100667
Li7Ta3(PtO6)2,Ta3+,Pt2-,Li1+,O1-,5501.267180340034
Li7Ta3(PtO6)2,Ta3+,Pt4+,Li1+,O2-,5501.267180340034
Li7Ta3(PtO6)2,Ta5+,Pt1+,Li1+,O2-,5501.267180340034
Na3Li7(OsO6)2,Na1+,Os7+,Li1+,O2-,5502.438171874667
Na3Li7(OsO6)2,Na1+,Os1+,Li1+,O1-,5502.438171874667
Na3Li7(IrO6)2,Na1+,Ir1+,Li1+,O1-,5523.039121009393
Na3Li7(IrO6)2,Na1+,Ir7+,Li1+,O2-,5523.039121009393
Li7Mg3(PtO6)2,Mg1+,Pt1+,Li1+,O1-,5524.021022569333
Li7V3(OsO6)2,V5+,Os1+,Li1+,O2-,5533.0774400628125
Li7V3(OsO6)2,V3+,Os4+,Li1+,O2-,5533.0774400628125
Li7V3(OsO6)2,V3+,Os2-,Li1+,O1-,5533.0774400628125
Li7V3(OsO6)2,V1+,Os7+,Li1+,O2-,5533.0774400628125
Li7V3(OsO6)2,V1+,Os1+,Li1+,O1-,5533.0774400628125
Cs2Li7Nb3O12,Nb5+,Cs1+,Li1+,O2-,5537.639973735354
Cs2Li7Nb3O12,Nb1+,Cs1+,Li1+,O1-,5537.639973735354
K2Li7Nb3O12,Nb5+,K1+,Li1+,O2-,5549.507117659823
K2Li7Nb3O12,Nb1+,K1+,Li1+,O1-,5549.507117659823
Li7V3(IrO6)2,V3+,Ir4+,Li1+,O2-,5551.300958052593
Li7V3(IrO6)2,V1+,Ir1+,Li1+,O1-,5551.300958052593
Li7V3(IrO6)2,V1+,Ir7+,Li1+,O2-,5551.300958052593
Li7V3(IrO6)2,V5+,Ir1+,Li1+,O2-,5551.300958052593
Na3Li7(PtO6)2,Na1+,Pt1+,Li1+,O1-,5552.351386566894
Li7V3(PtO6)2,V5+,Pt1+,Li1+,O2-,5577.26951297283
Li7V3(PtO6)2,V3+,Pt4+,Li1+,O2-,5577.26951297283
Li7V3(PtO6)2,V3+,Pt2-,Li1+,O1-,5577.26951297283
Li7V3(PtO6)2,V1+,Pt1+,Li1+,O1-,5577.26951297283
Li7Tl3(RuO6)2,Tl1+,Ru1+,Li1+,O1-,5590.326296890611
Li7Tl3(RuO6)2,Tl1+,Ru7+,Li1+,O2-,5590.326296890611
Li7Tl3(RuO6)2,Tl3+,Ru4+,Li1+,O2-,5590.326296890611
Li7Tl3(RuO6)2,Tl3+,Ru2-,Li1+,O1-,5590.326296890611
Li7Tl3(RhO6)2,Tl3+,Rh4+,Li1+,O2-,5598.675114603903
Li7Tl3(RhO6)2,Tl1+,Rh1+,Li1+,O1-,5598.675114603903
Li7Nb3(BiO6)2,Nb5+,Bi1+,Li1+,O2-,5612.697107847606
Li7Nb3(BiO6)2,Nb1+,Bi7+,Li1+,O2-,5612.697107847606
Li7Nb3(BiO6)2,Nb1+,Bi1+,Li1+,O1-,5612.697107847606
Li7Tl3(PdO6)2,Tl3+,Pd4+,Li1+,O2-,5614.500533814152
Li7Tl3(PdO6)2,Tl1+,Pd1+,Li1+,O1-,5614.500533814152
Li7Os2O15,O1-,Os4+,Li1+,O1-,5659.240431784144
Li7Cr3(OsO6)2,Cr3+,Os4+,Li1+,O2-,5664.9171760969775
Li7Cr3(OsO6)2,Cr1+,Os1+,Li1+,O1-,5664.9171760969775
Li7Cr3(OsO6)2,Cr1+,Os7+,Li1+,O2-,5664.9171760969775
Li7Cr3(OsO6)2,Cr5+,Os1+,Li1+,O2-,5664.9171760969775
Li7Cr3(OsO6)2,Cr3+,Os2-,Li1+,O1-,5664.9171760969775
Li7Nb3(BrO6)2,Nb1+,Br1+,Li1+,O1-,5677.258182636155
Li7Nb3(BrO6)2,Nb5+,Br1+,Li1+,O2-,5677.258182636155
Li7Nb3(BrO6)2,Nb3+,Br4+,Li1+,O2-,5677.258182636155
Li7Nb3(BrO6)2,Nb1+,Br7+,Li1+,O2-,5677.258182636155
Li7Ir2O15,O1-,Ir4+,Li1+,O1-,5679.557422453093
Li7Cr3(IrO6)2,Cr1+,Ir7+,Li1+,O2-,5682.396026848072
Li7Cr3(IrO6)2,Cr3+,Ir4+,Li1+,O2-,5682.396026848072
Li7Cr3(IrO6)2,Cr5+,Ir1+,Li1+,O2-,5682.396026848072
Li7Cr3(IrO6)2,Cr1+,Ir1+,Li1+,O1-,5682.396026848072
Li7Nb2Tl3O12,Tl1-,Nb4+,Li1+,O1-,5695.475332484254
Li7Nb2Tl3O12,Tl1+,Nb1+,Li1+,O1-,5695.475332484254
Li7Nb2Tl3O12,Tl3+,Nb4+,Li1+,O2-,5695.475332484254
Li7Cr3(PtO6)2,Cr3+,Pt4+,Li1+,O2-,5707.304685777099
Li7Cr3(PtO6)2,Cr5+,Pt1+,Li1+,O2-,5707.304685777099
Li7Cr3(PtO6)2,Cr1+,Pt1+,Li1+,O1-,5707.304685777099
Li7Cr3(PtO6)2,Cr3+,Pt2-,Li1+,O1-,5707.304685777099
Li7Pt2O15,O1-,Pt4+,Li1+,O1-,5708.453088489657
Li7Sc3(OsO6)2,Sc1+,Os1+,Li1+,O1-,5780.009331723346
Li7Sc3(OsO6)2,Sc1+,Os7+,Li1+,O2-,5780.009331723346
Li7Sc3(OsO6)2,Sc3+,Os2-,Li1+,O1-,5780.009331723346
Li7Sc3(OsO6)2,Sc3+,Os4+,Li1+,O2-,5780.009331723346
Li7Sc3(IrO6)2,Sc1+,Ir7+,Li1+,O2-,5797.372094589229
Li7Sc3(IrO6)2,Sc3+,Ir4+,Li1+,O2-,5797.372094589229
Li7Sc3(IrO6)2,Sc1+,Ir1+,Li1+,O1-,5797.372094589229
Li7Sc3(PtO6)2,Sc1+,Pt1+,Li1+,O1-,5822.106791730516
Li7Sc3(PtO6)2,Sc3+,Pt2-,Li1+,O1-,5822.106791730516
Li7Sc3(PtO6)2,Sc3+,Pt4+,Li1+,O2-,5822.106791730516
Li7Nb3Tl2O12,Nb1+,Tl1+,Li1+,O1-,5829.085230338365
Li7Nb3Tl2O12,Nb5+,Tl1+,Li1+,O2-,5829.085230338365
Li5OsO6,Li1+,Os1+,Li1+,O1-,5997.706051822913
Li5OsO6,Li1+,Os7+,Li1+,O2-,5997.706051822913
Li5IrO6,Li1+,Ir7+,Li1+,O2-,6016.795264686062
Li5IrO6,Li1+,Ir1+,Li1+,O1-,6016.795264686062
Li7Bi3(OsO6)2,Bi1+,Os1+,Li1+,O1-,6028.853804665295
Li7Bi3(OsO6)2,Bi3+,Os2-,Li1+,O1-,6028.853804665295
Li7Bi3(OsO6)2,Bi5+,Os1+,Li1+,O2-,6028.853804665295
Li7Bi3(OsO6)2,Bi3+,Os4+,Li1+,O2-,6028.853804665295
Li7Bi3(OsO6)2,Bi1+,Os7+,Li1+,O2-,6028.853804665295
Li7Bi3(OsO6)2,Bi7+,Os2-,Li1+,O2-,6028.853804665295
Cs3Li7(OsO6)2,Cs1+,Os7+,Li1+,O2-,6035.311382822967
Cs3Li7(OsO6)2,Cs1+,Os1+,Li1+,O1-,6035.311382822967
Li7Bi3(IrO6)2,Bi1+,Ir7+,Li1+,O2-,6038.6023459309645
